id,name,openingHours,description,address,city,latitude,longitude,capacity,isLocked,code,isBusy,lastUpdate,createdAt
314,Holiday Inn Express Cortland,7:30 AM-10:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",4.5 Locust Avenue,Cortland,42.6107,-76.1662,250,TRUE,6277,TRUE,5/14/2023 10:44,5/14/2023 10:44
315,"Country Inn & Suites By Carlson, Cortland",8:30 AM-9:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",3707 Route 281,Cortland,42.5863,-76.2112,300,FALSE,6946,TRUE,5/14/2023 10:44,5/14/2023 10:44
316,Hampton Inn Cortland,9:30 AM-10:30 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",26 River St,Cortland,42.6067,-76.1648,250,FALSE,9583,TRUE,5/14/2023 10:44,5/14/2023 10:44
317,Comfort Inn Cortland,7:00 AM-10:30 PM,"This budget-friendly hotel, with its clean and comfortable rooms and friendly staff, provides a convenient and affordable option for travelers on a budget.",2 And One Half Locust Ave,Cortland,42.6105,-76.1658,150,FALSE,7448,TRUE,5/14/2023 10:44,5/14/2023 10:44
318,Econo Lodge Cortland,7:00 AM-9:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",10 Church St,Cortland,42.6012,-76.178,100,TRUE,6789,FALSE,5/14/2023 10:44,5/14/2023 10:44
319,Best Western Plus Finger Lakes Inn & Suites,7:00 AM-9:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",3175 Fingerlake East Drive,Cortland,42.5614,-76.2268,100,FALSE,3804,FALSE,5/14/2023 10:44,5/14/2023 10:44
320,Imperial Motel,7:00 AM-9:30 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",28 Port Watson St,Cortland,42.5978,-76.1787,150,FALSE,7229,TRUE,5/14/2023 10:44,5/14/2023 10:44
321,Red Roof Inn Cortland,7:30 AM-10:00 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",2B River St,Cortland,42.607,-76.1656,150,TRUE,8903,FALSE,5/14/2023 10:44,5/14/2023 10:44
322,Best Western New Baltimore Inn,8:00 AM-10:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",12600 Rt 9W,Coxsackie,42.3884,-73.8319,100,TRUE,1109,FALSE,5/14/2023 10:44,5/14/2023 10:44
323,Holiday Inn Express Hotel & Suites West Coxsackie,8:00 AM-10:30 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",12740 State Route 9 W,Coxsackie,42.3948,-73.8272,150,TRUE,5807,TRUE,5/14/2023 10:44,5/14/2023 10:44
324,Econo Lodge Cuba,7:30 AM-9:00 PM,"Situated in a historic building with a vibrant cultural heritage, this charming hotel offers a unique blend of old-world charm and modern amenities.",1 N Branch Road,Cuba,42.2262,-78.2716,200,TRUE,7388,TRUE,5/14/2023 10:44,5/14/2023 10:44
325,Econo Lodge DeWitt,9:00 AM-10:30 PM,"Situated in a historic building with a vibrant cultural heritage, this charming hotel offers a unique blend of old-world charm and modern amenities.",3400 Erie Blvd E,DeWitt,43.0479,-76.0706,250,TRUE,5145,TRUE,5/14/2023 10:44,5/14/2023 10:44
326,Olympian Resort Motel,9:30 AM-10:30 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,3716 Lake Shore Dr,Diamond Point,43.4809,-73.6854,100,FALSE,3515,FALSE,5/14/2023 10:44,5/14/2023 10:44
327,Best Western Dunkirk & Fredonia Inn,9:30 AM-9:30 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",3912 Vineyard Drive,Dunkirk,42.4599,-79.3155,150,TRUE,4732,FALSE,5/14/2023 10:44,5/14/2023 10:44
328,Clarion Hotel & Conference Center,7:00 AM-11:30 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",30 Lake Shore Dr E,Dunkirk,42.4876,-79.3339,250,TRUE,2783,FALSE,5/14/2023 10:44,5/14/2023 10:44
329,Comfort Inn,7:00 AM-9:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",3925 Vineyard Dr,Dunkirk,42.4588,-79.3158,300,FALSE,7662,TRUE,5/14/2023 10:44,5/14/2023 10:44
330,Adirondack Lodge Old Forge,9:30 AM-11:30 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",2752 State Route 28,Eagle Bay,43.7018,-74.9926,250,FALSE,3568,TRUE,5/14/2023 10:44,5/14/2023 10:44
331,Hampton Inn East Aurora,7:00 AM-10:00 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",49 Olean St,East Aurora,42.7666,-78.608,300,FALSE,6428,FALSE,5/14/2023 10:44,5/14/2023 10:44
332,Hampton Inn New York - LaGuardia Airport,8:30 AM-9:00 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",102-40 Ditmars Blvd,East Elmhurst,40.7683,-73.8676,250,TRUE,2820,FALSE,5/14/2023 10:44,5/14/2023 10:44
333,LaGuardia Plaza Hotel,8:00 AM-9:00 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",104-04 Ditmars Blvd,East Elmhurst,40.7677,-73.8666,100,FALSE,2661,FALSE,5/14/2023 10:44,5/14/2023 10:44
334,New York LaGuardia Airport Marriott,9:00 AM-9:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,102-05 Ditmars Boulevard,East Elmhurst,40.7684,-73.8676,300,FALSE,3471,TRUE,5/14/2023 10:44,5/14/2023 10:44
335,Airway Inn at LaGuardia,9:30 AM-11:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",82-20 Astoria Blvd,East Elmhurst,40.7644,-73.887,200,TRUE,7765,FALSE,5/14/2023 10:44,5/14/2023 10:44
336,Comfort Inn LaGuardia Airport - 83rd St,9:00 AM-11:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",2345 83rd St,East Elmhurst,40.7659,-73.8863,250,FALSE,5358,FALSE,5/14/2023 10:44,5/14/2023 10:44
337,Courtyard New York LaGuardia Airport,7:00 AM-11:30 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",9010 Ditmars Blvd,East Elmhurst,40.7693,-73.8803,100,FALSE,4611,FALSE,5/14/2023 10:44,5/14/2023 10:44
338,The Landing at LaGuardia,7:30 AM-10:30 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",9400 Ditmars Blvd,East Elmhurst,40.7691,-73.8763,200,FALSE,9030,FALSE,5/14/2023 10:44,5/14/2023 10:44
339,NYC Summer Dorms Queens,8:30 AM-9:30 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",22-40 90th Street,East Elmhurst,40.7674,-73.8823,300,FALSE,6433,TRUE,5/14/2023 10:44,5/14/2023 10:44
340,Residence Inn by Marriott Albany East Greenbush/Tech Valley,8:30 AM-11:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",3 Tech Valley Dr,East Greenbush,42.63,-73.6987,150,FALSE,6706,TRUE,5/14/2023 10:44,5/14/2023 10:44
341,Comfort Inn & Suites East Greenbush - Albany,9:30 AM-9:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",99 Miller Rd,East Greenbush,42.5793,-73.6818,100,TRUE,6268,FALSE,5/14/2023 10:44,5/14/2023 10:44
342,Fairfield Inn by Marriott Albany East Greenbush,9:30 AM-10:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",124 Troy Rd,East Greenbush,42.6257,-73.7002,300,TRUE,3220,TRUE,5/14/2023 10:44,5/14/2023 10:44
343,Americas Best Value Inn-Albany / East Greenbush,9:30 AM-10:30 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,576 Columbia Turnpike,East Greenbush,42.6011,-73.7124,100,FALSE,6434,FALSE,5/14/2023 10:44,5/14/2023 10:44
344,Hampton Inn & Suites Albany-East Greenbush,9:00 AM-11:30 PM,"With its sweeping ocean views, private beach access, and top-notch amenities, this seaside resort offers the ultimate luxury vacation experience",25 Hampton Inn Drive,East Greenbush,42.6242,-73.7009,150,TRUE,3895,FALSE,5/14/2023 10:44,5/14/2023 10:44
345,"East Norwich Inn-Oyster Bay, Long Island, NY",8:00 AM-11:30 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",6321 Northern Blvd.,East Norwich,40.8424,-73.534,300,TRUE,9114,FALSE,5/14/2023 10:44,5/14/2023 10:44
346,The Shearwater Inn,8:30 AM-9:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",25 Josiah Foster Path,East Quogue,40.8477,-72.5684,300,TRUE,5500,FALSE,5/14/2023 10:44,5/14/2023 10:44
347,Cresthill Suites Syracuse,9:00 AM-9:00 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",6410 New Venture Gear Dr,East Syracuse,43.0898,-76.0766,200,FALSE,5421,TRUE,5/14/2023 10:44,5/14/2023 10:44
348,Holiday Inn Express & Suites Dewitt (Syracuse),9:00 AM-9:00 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",5908 Widewaters Pkwy,East Syracuse,43.0532,-76.0653,100,TRUE,1773,TRUE,5/14/2023 10:44,5/14/2023 10:44
349,DoubleTree by Hilton Syracuse,8:00 AM-11:30 PM,"With its sweeping ocean views, private beach access, and top-notch amenities, this seaside resort offers the ultimate luxury vacation experience",6301 Route 298,East Syracuse,43.0866,-76.0827,250,TRUE,1539,TRUE,5/14/2023 10:44,5/14/2023 10:44
350,Ramada East Syracuse Carrier Circle,7:30 AM-10:30 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",6555 Old Collamer Road S,East Syracuse,43.0896,-76.087,100,TRUE,4549,FALSE,5/14/2023 10:44,5/14/2023 10:44
351,Courtyard Syracuse Carrier Circle,8:00 AM-9:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",6415 Yorktown Cir,East Syracuse,43.0913,-76.0872,150,FALSE,3115,FALSE,5/14/2023 10:44,5/14/2023 10:44
352,Springhill Suites by Marriott Syracuse Carrier Circle,9:30 AM-9:30 PM,"This boutique hotel, with its intimate setting and curated amenities, offers a personalized and bespoke experience for guests seeking something truly unique and special.",6580 Weighlock Drive,East Syracuse,43.0894,-76.0802,300,TRUE,2240,FALSE,5/14/2023 10:44,5/14/2023 10:44
353,Americas Best Value Inn East Syracuse,9:00 AM-9:30 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",6608 Old Collamer Rd S.,East Syracuse,43.091,-76.0855,250,TRUE,2144,FALSE,5/14/2023 10:44,5/14/2023 10:44
354,Hilton Garden Inn Syracuse,9:00 AM-11:00 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",6004 Fair Lakes Rd,East Syracuse,43.0918,-76.073,300,FALSE,3678,FALSE,5/14/2023 10:44,5/14/2023 10:44
355,Quality Inn East Syracuse,9:00 AM-11:30 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",6611 Old Collamer Rd South,East Syracuse,43.0915,-76.0856,200,TRUE,9402,TRUE,5/14/2023 10:44,5/14/2023 10:44
356,Embassy Suites Syracuse,8:00 AM-9:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",6646 Old Collamer Road South,East Syracuse,43.0925,-76.0847,100,TRUE,1142,FALSE,5/14/2023 10:44,5/14/2023 10:44
357,East Syracuse Inn,9:00 AM-9:00 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",6605 Old Collamer Rd S.,East Syracuse,43.0906,-76.0862,300,FALSE,5573,TRUE,5/14/2023 10:44,5/14/2023 10:44
358,Candlewood Suites East Syracuse - Carrier Circle,8:00 AM-11:00 PM,"With its sweeping ocean views, private beach access, and top-notch amenities, this seaside resort offers the ultimate luxury vacation experience",6550 Baptist Way,East Syracuse,43.0892,-76.0888,150,FALSE,9859,FALSE,5/14/2023 10:44,5/14/2023 10:44
359,Extended Stay America - Syracuse - Dewitt,9:00 AM-10:00 PM,"This eco-friendly hotel, with its sustainable design and green initiatives, offers a responsible and environmentally conscious stay for guests who care about the planet.",6630 Old Collamer Rd S.,East Syracuse,43.0918,-76.0851,150,TRUE,2130,TRUE,5/14/2023 10:44,5/14/2023 10:44
360,Residence Inn Syracuse Carrier Circle,8:00 AM-10:00 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",6420 Yorktown Cir,East Syracuse,43.091,-76.0876,250,TRUE,8055,FALSE,5/14/2023 10:44,5/14/2023 10:44
361,Motel 6 Syracuse,9:30 AM-11:00 PM,"With its sleek, modern design and top-notch amenities, this chic hotel offers a stylish and sophisticated stay for discerning travelers.",6577 Baptist Way,East Syracuse,43.0893,-76.0883,100,TRUE,7895,TRUE,5/14/2023 10:44,5/14/2023 10:44
362,Hampton Inn & Suites Syracuse/Carrier Circle,7:00 AM-9:30 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",6377 Court Street Rd,East Syracuse,43.0905,-76.0792,100,FALSE,3409,TRUE,5/14/2023 10:44,5/14/2023 10:44
363,Homewood Suites by Hilton Syracuse - Carrier Circle,9:00 AM-11:00 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",6006 Fair Lakes Rd,East Syracuse,43.0923,-76.0711,100,TRUE,1864,TRUE,5/14/2023 10:44,5/14/2023 10:44
364,Sleep Inn & Suites Airport,8:30 AM-10:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",6344 East Molloy Road,East Syracuse,43.1,-76.0821,200,FALSE,7378,FALSE,5/14/2023 10:44,5/14/2023 10:44
365,Super 8 Syracuse East,8:30 AM-11:00 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",6620 Old Collamer Road,East Syracuse,43.0914,-76.0852,250,TRUE,9406,TRUE,5/14/2023 10:44,5/14/2023 10:44
366,Fairfield Inn and Suites by Marriott Syracuse Carrier Circle,8:30 AM-11:30 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",6593 Weighlock Drive,East Syracuse,43.0895,-76.0802,300,TRUE,9603,FALSE,5/14/2023 10:44,5/14/2023 10:44
367,Wingate by Wyndham Ellicottville,7:30 AM-11:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",11 Mill St,Ellicottville,42.2762,-78.669,150,FALSE,7217,FALSE,5/14/2023 10:44,5/14/2023 10:44
368,The Tamarack,7:00 AM-11:30 PM,"This cozy bed and breakfast, with its charming decor and personalized service, offers a warm and inviting home away from home for travelers seeking a more intimate experience.",6447 Holiday Valley Rd,Ellicottville,42.2629,-78.6666,300,TRUE,1220,TRUE,5/14/2023 10:44,5/14/2023 10:44
369,Hotel Q New York,8:00 AM-10:30 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",76-01 Queens Blvd,Elmhurst,40.7393,-73.8895,250,TRUE,2530,FALSE,5/14/2023 10:44,5/14/2023 10:44
370,Fairfield Inn & Suites Elmira Corning,8:30 AM-10:30 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",1600 County Route 64,Elmira,42.1593,-76.8612,250,TRUE,3350,TRUE,5/14/2023 10:44,5/14/2023 10:44
371,Econo Lodge Elmira,9:00 AM-9:30 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",871 County Road 64,Elmira,42.1545,-76.8794,300,TRUE,8125,FALSE,5/14/2023 10:44,5/14/2023 10:44
372,Holiday Inn Elmira - Riverview,9:30 AM-11:00 PM,"Surrounded by majestic mountains and pristine lakes, this secluded lodge offers a peaceful and secluded escape from the hustle and bustle of everyday life.",760 E Water St,Elmira,42.0893,-76.7933,250,FALSE,8194,FALSE,5/14/2023 10:44,5/14/2023 10:44
373,Enchanted Cottage on Glen,9:30 AM-11:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",323 Glen Avenue,Elmira,42.0826,-76.8508,250,TRUE,6764,FALSE,5/14/2023 10:44,5/14/2023 10:44
374,Castle on Glen,7:00 AM-11:00 PM,"Nestled among lush tropical gardens, this boutique hotel offers a serene and tranquil retreat for guests seeking peace and relaxation.",320 Glen Avenue,Elmira,42.0823,-76.8509,300,TRUE,3932,TRUE,5/14/2023 10:44,5/14/2023 10:44
375,Days Inn Elmsford,9:30 AM-11:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",25 Valley Ave,Elmsford,41.0549,-73.8219,250,TRUE,2376,TRUE,5/14/2023 10:44,5/14/2023 10:44
376,Extended Stay America - White Plains - Elmsford,8:00 AM-9:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",118 West Main Street,Elmsford,41.0522,-73.8139,300,TRUE,4405,TRUE,5/14/2023 10:44,5/14/2023 10:44
377,Hampton Inn White Plains,9:30 AM-11:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",200 West Main Street,Elmsford,41.0583,-73.8268,150,FALSE,8872,FALSE,5/14/2023 10:44,5/14/2023 10:44
378,La Quinta Inn & Suites White Plains - Elmsford,9:00 AM-10:30 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",540 Saw Mill River Rd,Elmsford,41.0707,-73.8163,100,TRUE,6017,FALSE,5/14/2023 10:44,5/14/2023 10:44
379,Red Carpet Inn Endicott Binghamton,8:30 AM-9:00 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",749 West Main Street,Endicott,42.0922,-76.0831,200,TRUE,4877,TRUE,5/14/2023 10:44,5/14/2023 10:44
380,Knights Inn Endwell Binghamton,9:00 AM-10:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,2603 E Main St,Endwell,42.1047,-76.0328,100,FALSE,6467,TRUE,5/14/2023 10:44,5/14/2023 10:44
381,Days Inn Evans Mills/Fort Drum,9:00 AM-10:00 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",25940 US Route 11,Evans Mills,44.0429,-75.8385,100,FALSE,7897,FALSE,5/14/2023 10:44,5/14/2023 10:44
382,Candlewood Suites Watertown Fort Drum,8:30 AM-11:00 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",26513 Herrick Drive,Evans Mills,44.0423,-75.844,200,TRUE,5242,TRUE,5/14/2023 10:44,5/14/2023 10:44
383,Woodcliff Hotel and Spa,7:00 AM-11:00 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",199 Woodcliff Dr,Fairport,43.0452,-77.4558,200,TRUE,6468,TRUE,5/14/2023 10:44,5/14/2023 10:44
384,Red Roof Inn Jamestown - Falconer,8:30 AM-11:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",1980 E Main Street,Falconer,42.126,-79.1904,150,FALSE,7783,FALSE,5/14/2023 10:44,5/14/2023 10:44
385,AnYi Guesthouse JFK,9:00 AM-10:00 PM,"This contemporary hotel, with its sleek design and cutting-edge technology, offers a dynamic and high-energy atmosphere for guests seeking excitement and adventure.",169 Beach 62nd Street,Far Rockaway,40.5908,-73.7913,250,TRUE,9055,TRUE,5/14/2023 10:44,5/14/2023 10:44
386,La Quinta Inn & Suites Far Rockaway - JFK Airport,9:30 AM-11:00 PM,"Located in a bustling neighborhood with plenty of restaurants and nightlife, this trendy hotel is the ideal base for exploring the city's vibrant culture.",4317 Rockaway Beach Blvd.,Far Rockaway,40.5937,-73.7752,200,TRUE,2665,FALSE,5/14/2023 10:44,5/14/2023 10:44
387,Courtyard by Marriott Republic Aprt Long Island/Farmingdale,9:30 AM-11:30 PM,"With its sleek, modern design and top-notch amenities, this chic hotel offers a stylish and sophisticated stay for discerning travelers.",2 Marriott Plaza,Farmingdale,40.7283,-73.4224,300,FALSE,6516,FALSE,5/14/2023 10:44,5/14/2023 10:44
388,Americana Inn Farmingdale,8:30 AM-10:00 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",727 Broadhollow Rd,Farmingdale,40.7253,-73.4239,250,FALSE,7641,TRUE,5/14/2023 10:44,5/14/2023 10:44
389,TownePlace Suites by Marriott Republic Airport Long Island,8:00 AM-9:00 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",1 Marriott Plaza,Farmingdale,40.7283,-73.422,100,FALSE,7846,TRUE,5/14/2023 10:44,5/14/2023 10:44
390,Comfort Inn & Suites Farmington - Victor,7:00 AM-9:30 PM,"With its world-class spa, fine dining restaurant, and luxurious accommodations, this resort is the ultimate indulgence for those seeking a pampering and luxurious getaway.",6026 Route 96,Farmington,42.975,-77.3558,200,TRUE,5939,FALSE,5/14/2023 10:44,5/14/2023 10:44
391,Finger Lakes Hotel,7:00 AM-11:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",6108 Loomis Rd,Farmington,42.9923,-77.3554,150,TRUE,4580,FALSE,5/14/2023 10:44,5/14/2023 10:44
392,Americas Best Value Inn,8:00 AM-10:30 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",6037 Route 96,Farmington,42.9744,-77.3539,150,FALSE,8418,TRUE,5/14/2023 10:44,5/14/2023 10:44
393,Hampton Inn Long Island-Brookhaven,7:00 AM-9:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",2000 North Ocean Ave.,Farmingville,40.8258,-73.0206,200,TRUE,4903,TRUE,5/14/2023 10:44,5/14/2023 10:44
394,Craftsman Inn and Conference Center,8:00 AM-11:00 PM,"This beachfront resort, with its white sand beaches and crystal clear waters, provides the perfect setting for a romantic getaway or family vacation.",7300 E Genesee Street,Fayetteville,43.0292,-76.018,250,TRUE,8439,FALSE,5/14/2023 10:44,5/14/2023 10:44
395,Holiday Inn Express Hotel & Suites Findley Lake -I-86 Exit 4,9:30 AM-11:00 PM,"With its sleek, modern design and top-notch amenities, this chic hotel offers a stylish and sophisticated stay for discerning travelers.",3025 Route 426,Findley Lake,42.1328,-79.742,100,FALSE,8082,FALSE,5/14/2023 10:44,5/14/2023 10:44
396,Extended Stay America - Fishkill - Route 9,8:30 AM-10:30 PM,"With its prime location in the heart of the city's business district, this upscale hotel is the perfect choice for business travelers seeking convenience and comfort.",25 Merritt Blvd,Fishkill,41.5304,-73.892,200,FALSE,5061,FALSE,5/14/2023 10:44,5/14/2023 10:44
397,Quality Inn & Suites,8:00 AM-10:00 PM,"This opulent hotel, with its grand ballrooms and ornate architecture, exudes a sense of timeless elegance and sophistication.",849 Route 52,Fishkill,41.5266,-73.9186,150,TRUE,9625,TRUE,5/14/2023 10:44,5/14/2023 10:44
398,Ramada Fishkill,8:00 AM-10:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",542 Route 9,Fishkill,41.5256,-73.891,300,FALSE,1656,TRUE,5/14/2023 10:44,5/14/2023 10:44
399,Hampton Inn Fishkill,9:30 AM-11:00 PM,"This family-friendly hotel, with its spacious rooms and fun-filled amenities, provides a welcoming and entertaining environment for guests of all ages.",544 Route 9,Fishkill,41.5261,-73.8911,300,FALSE,7967,TRUE,5/14/2023 10:44,5/14/2023 10:44
400,Hawthorn Suites by Wyndham Fishkill/Poughkeepsie Area,7:00 AM-10:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",14 Schuyler Blvd,Fishkill,41.5275,-73.8917,100,FALSE,1053,TRUE,5/14/2023 10:44,5/14/2023 10:44
401,Extended Stay America Fishkill - Westage Center,7:00 AM-10:30 PM,"This historic hotel, with its charming antique decor and traditional architecture, offers a unique and authentic experience for guests seeking a taste of the past.",55 W Merritt Blvd,Fishkill,41.5291,-73.8967,200,FALSE,4217,FALSE,5/14/2023 10:44,5/14/2023 10:44
402,Courtyard Fishkill by Marriott,9:30 AM-9:30 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",17 Westage Drive,Fishkill,41.5272,-73.8928,100,FALSE,7747,TRUE,5/14/2023 10:44,5/14/2023 10:44
403,Hilton Garden Inn Fishkill,8:00 AM-9:30 PM,"With its world-class golf courses, stunning natural surroundings, and luxurious accommodations, this golf resort is a dream destination for golfers and outdoor enthusiasts alike.",25 Westage Road,Fishkill,41.5272,-73.8928,300,TRUE,6392,TRUE,5/14/2023 10:44,5/14/2023 10:44
404,HYATT house Fishkill/Poughkeepsie,7:30 AM-10:00 PM,This luxurious hotel boasts a prime location in the heart of the city and features stunning panoramic views of the skyline.,100 Westage Business Center Dr.,Fishkill,41.5283,-73.8955,250,FALSE,3979,FALSE,5/14/2023 10:44,5/14/2023 10:44
405,Magnuson Hotel Fishkill,8:00 AM-9:00 PM,"Set amid acres of lush greenery and pristine wilderness, this rustic lodge offers a peaceful and rejuvenating retreat for nature lovers and outdoor enthusiasts.",20 Schuyler Blvd,Fishkill,41.5276,-73.8916,300,FALSE,8774,FALSE,5/14/2023 10:44,5/14/2023 10:44
